1;1641021254.0;52645.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
6;1641033312.0;33282.0;21600.0;256;-1.0;-1.0;256;21600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
7;1641033338.0;33960.0;21600.0;256;-1.0;-1.0;256;21600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
12;1641065888.0;9883.0;21540.0;256;-1.0;-1.0;256;21540.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
14;1641078987.0;538.0;12600.0;640;-1.0;-1.0;640;12600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
36;1641092719.0;40660.0;3600.0;256;-1.0;-1.0;256;3600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
40;1641094511.0;4033.0;12600.0;640;-1.0;-1.0;640;12600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
41;1641097744.0;2487.0;8757.5;256;-1.0;-1.0;256;10740.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
47;1641101810.0;19581.0;132.5;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
50;1641102102.0;18980.0;135.0;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
52;1641104812.0;34821.0;2400.0;256;-1.0;-1.0;256;2400.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
53;1641104815.0;399767.0;3600.0;512;-1.0;-1.0;512;3600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
54;1641105834.0;36.0;10800.0;192;-1.0;-1.0;192;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
58;1641112372.0;9057.0;3600.0;128;-1.0;-1.0;128;3600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
64;1641115531.0;3695.0;12600.0;640;-1.0;-1.0;640;12600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
72;1641121402.0;5047.0;21600.0;256;-1.0;-1.0;256;21600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
73;1641122648.0;2368.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
76;1641123514.0;5118.0;9465.0;256;-1.0;-1.0;256;21600.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
77;1641123897.0;1258.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
98;1641145545.0;38.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
99;1641146644.0;29132.0;2400.0;256;-1.0;-1.0;256;2400.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
120;1641157444.0;161067.0;10800.0;192;-1.0;-1.0;192;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
122;1641157463.0;200540.0;10800.0;192;-1.0;-1.0;192;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
123;1641157474.0;210535.0;10800.0;192;-1.0;-1.0;192;10800.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
125;1641158195.0;68653.0;7200.0;256;-1.0;-1.0;256;7200.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
126;1641158205.0;17590.0;2400.0;256;-1.0;-1.0;256;2400.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
127;1641158208.0;68680.0;7200.0;256;-1.0;-1.0;256;7200.0;-1.0;0;-1;-1;-1;-1;-1;-1;0
