1;1693547500.0;3725.0;7329.0;144;-1.0;-1.0;144;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
2;1693556600.0;7642.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
3;1693566108.0;1531.0;10800.0;128;-1.0;-1.0;128;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
4;1693606477.0;296.0;1742.0;176;-1.0;-1.0;176;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
5;1693606566.0;207.0;2164.0;176;-1.0;-1.0;176;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
6;1693590951.0;7583.0;17754.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
7;1693613446.0;4328.0;120.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
8;1693613710.0;4083.0;102.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
9;1693612926.0;36.0;7329.0;144;-1.0;-1.0;144;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
10;1693590987.0;15764.0;17301.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
11;1693619724.0;676.0;3987.0;144;-1.0;-1.0;144;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
12;1693625769.0;40.0;421.0;151;-1.0;-1.0;151;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
13;1693617279.0;9786.0;5400.0;512;-1.0;-1.0;512;5400.0;-1.0;0;0;-1;-1;-1;-1;-1;0
14;1693614170.0;18457.0;81.0;2560;-1.0;-1.0;2560;86400.0;-1.0;0;0;-1;-1;-1;-1;-1;0
15;1693609903.0;23048.0;73.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
16;1693609893.0;23077.0;170.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
17;1693626985.0;58.0;7302.0;128;-1.0;-1.0;128;10800.0;-1.0;0;0;-1;-1;-1;-1;-1;0
18;1693619134.0;37.0;17606.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
19;1693613343.0;3036.0;21600.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
20;1693638702.0;31.0;37.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
21;1693566136.0;51969.0;20760.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
22;1693640520.0;40.0;61.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
23;1693640509.0;51.0;61.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
24;1693640518.0;42.0;61.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
25;1693608121.0;38.0;32400.0;384;-1.0;-1.0;384;32400.0;-1.0;0;0;-1;-1;-1;-1;-1;0
26;1693640524.0;211.0;63.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
27;1693640522.0;376.0;39.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
28;1693640582.0;317.0;38.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
29;1693640948.0;117.0;56.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
30;1693640943.0;304.0;57.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
31;1693640945.0;302.0;57.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
32;1693619181.0;4976.0;17186.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
33;1693640957.0;421.0;59.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
34;1693640955.0;464.0;55.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
35;1693635876.0;48.0;14711.0;264;-1.0;-1.0;264;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
36;1693618314.0;14656.0;18220.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
37;1693618212.0;14758.0;20342.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
38;1693641965.0;11390.0;19.0;128;-1.0;-1.0;128;7200.0;-1.0;0;0;-1;-1;-1;-1;-1;0
39;1693625513.0;11320.0;17322.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
40;1693637939.0;39.0;19151.0;256;-1.0;-1.0;256;21600.0;-1.0;0;0;-1;-1;-1;-1;-1;0
